lng,lat,Name,description,TYPE_CD,TYPE_CD_DE,INC_CRC,FMEL_UPD_D
103.8537663,1.294259819,kml_179,,TPD,TAXI PICK UP / DROP OFF,D6867E31FF976BBC,2.02007E+13
103.8326755,1.284738359,kml_180,,TSTAND,TAXI STAND,C83443AD9EFDEBFE,2.02007E+13
103.9452241,1.352414074,kml_181,,TSTAND,TAXI STAND,431124418B389EBD,2.02007E+13
103.8212035,1.265877893,kml_182,,TSTAND,TAXI STAND,F2652B0F580A7092,2.02007E+13
103.901377,1.303843626,kml_183,,TSTAND,TAXI STAND,58D20AAF46D50A3F,2.02007E+13
103.8073059,1.317384361,kml_184,,TSTAND,TAXI STAND,A59FEE6139E089E6,2.02007E+13
103.7252027,1.35009864,kml_185,,TSTAND,TAXI STAND,E2DC69EDEA9F0DA2,2.02007E+13
103.829094,1.307192068,kml_186,,TSTOP,TAXI STOP,226F1BC409B90295,2.02007E+13
103.9495674,1.372728684,kml_187,,TSTOP,TAXI STOP,1B90DEDAC166682A,2.02007E+13
103.8484909,1.285935248,kml_188,,TSTOP,TAXI STOP,BE498CF16BD3B052,2.02007E+13
103.8474826,1.277373877,kml_189,,TPD,TAXI PICK UP / DROP OFF,68E134FCFA0A4D2E,2.02007E+13
103.8489008,1.277435211,kml_190,,TSTOP,TAXI STOP,6203A6EA1469BFED,2.02007E+13
103.8498429,1.279052524,kml_191,,TSTOP,TAXI STOP,244C456AF84338A5,2.02007E+13
103.8493947,1.279623978,kml_192,,TSTOP,TAXI STOP,6C8F8FC0086A55D4,2.02007E+13
103.8555601,1.276642319,kml_194,,TPD,TAXI PICK UP / DROP OFF,FD51EEFA6A642317,2.02007E+13
103.8450874,1.278368865,kml_195,,TSTAND,TAXI STAND,D31D4A3FE5099479,2.02007E+13
103.9225912,1.308202721,kml_196,,TSTAND,TAXI STAND,65C3386D6C3F7459,2.02007E+13
103.8437371,1.277877302,kml_197,,TSTAND,TAXI STAND,67608CFF0B33B1F3,2.02007E+13
103.8951137,1.317234377,kml_198,,TSTAND,TAXI STAND,2163AC128E09C6EA,2.02007E+13
103.8431653,1.277843932,kml_199,,TSTAND,TAXI STAND,2AF87616B019B432,2.02007E+13
103.8442154,1.278757555,kml_200,,TSTAND,TAXI STAND,0AADEF6CF78D2B99,2.02007E+13
103.7967752,1.331018856,kml_201,,TSTOP,TAXI STOP,6D41342C15F00767,2.02007E+13
103.847052,1.274667337,kml_202,,TSTOP,TAXI STOP,4D500C1A0ABF1863,2.02007E+13
103.846129,1.275701366,kml_203,,TSTAND,TAXI STAND,EEEED438AA4EEFA0,2.02007E+13
103.8449041,1.273703854,kml_204,,TPD,TAXI PICK UP / DROP OFF,F1116B90B42D6110,2.02007E+13
103.8426834,1.274179955,kml_205,,TSTOP,TAXI STOP,391E14BA3D05BF71,2.02007E+13
103.8433173,1.275052241,kml_206,,TSTOP,TAXI STOP,232C149D21E759BD,2.02007E+13
103.8438016,1.273448431,kml_207,,TSTAND,TAXI STAND,F2A0501E8E84D5B1,2.02007E+13
103.7070679,1.320980629,kml_208,,TSTAND,TAXI STAND,E1C769D5FCD4BC41,2.02007E+13
103.8278464,1.286650797,kml_209,,TSTAND,TAXI STAND,2ADA9300169B54EE,2.02007E+13
103.8340857,1.278181048,kml_210,,TSTAND,TAXI STAND,0C0F23780B8EF7E8,2.02007E+13
103.787973,1.311779989,kml_211,,TSTAND,TAXI STAND,29387E011B4ECA83,2.02007E+13
103.8409628,1.30258027,kml_212,,TSTOP,TAXI STOP,B821143BF3ABF2CF,2.02007E+13
103.8397669,1.301160462,kml_213,,TSTAND,TAXI STAND,803DA818D2D430DF,2.02007E+13
103.8644515,1.419007342,kml_214,,TSTOP,TAXI STOP,75F5E6C662085D0F,2.02007E+13
103.8597796,1.267126957,kml_215,,TSTAND,TAXI STAND,490F2159BAFD8E2D,2.02007E+13
103.8498215,1.282026981,kml_216,,TSTOP,TAXI STOP,B8B2BFF93F93AFDC,2.02007E+13
103.7816222,1.283261006,kml_217,,TSTAND,TAXI STAND,2D8BFD5118907C3E,2.02007E+13
103.8488385,1.282649782,kml_218,,TSTOP,TAXI STOP,4604176685B7C545,2.02007E+13
103.8511981,1.288233168,kml_219,,TSTAND,TAXI STAND,41D9D1D626889250,2.02007E+13
103.8512389,1.283451318,kml_220,,TSTOP,TAXI STOP,0086602C63BFB020,2.02007E+13
103.8443268,1.292869698,kml_221,,TSTAND,TAXI STAND,F46C4459DBC777F1,2.02007E+13
103.9382719,1.345780875,kml_222,,TSTOP,TAXI STOP,E7724FA2F6DCF7CD,2.02007E+13
103.939138,1.344909722,kml_223,,TSTOP,TAXI STOP,BEF28B783EF95B42,2.02007E+13
103.8504445,1.299135715,kml_224,,TSTAND,TAXI STAND,61144B678EA19A89,2.02007E+13
103.9084544,1.334916458,kml_226,,TSTAND,TAXI STAND,4462F77ECED45252,2.02007E+13
103.9544901,1.356366606,kml_227,,TSTAND,TAXI STAND,4CE8AFCB533FE9F2,2.02007E+13
103.8989286,1.329896612,kml_228,,TSTAND,TAXI STAND,C9A515C2206DDAFE,2.02007E+13
103.9187312,1.334441391,kml_229,,TSTOP,TAXI STOP,0FEFE6D582794B52,2.02007E+13
103.8996911,1.329985646,kml_230,,TSTAND,TAXI STAND,9E730D24B5E8DE41,2.02007E+13
103.9181783,1.335128744,kml_231,,TSTOP,TAXI STOP,D4B24487B9FEABD6,2.02007E+13
103.8514216,1.29278856,kml_232,,TSTAND,TAXI STAND,BD547A94234D56C3,2.02007E+13
103.888472,1.326185256,kml_233,,TSTAND,TAXI STAND,84F6FE7A8D1DE193,2.02007E+13
103.801215,1.440947183,kml_234,,TSTAND,TAXI STAND,B7FFF900292C991D,2.02007E+13
103.8846255,1.359559487,kml_235,,TSTAND,TAXI STAND,71E4E60BF7958292,2.02007E+13
103.8530554,1.304296291,kml_236,,TPD,TAXI PICK UP / DROP OFF,DE3D3A1CEEDCB567,2.02007E+13
103.8554961,1.305867283,kml_237,,TSTAND,TAXI STAND,4BEDBFCA40E58F19,2.02007E+13
103.8560788,1.30363755,kml_238,,TSTAND,TAXI STAND,75516805185C335A,2.02007E+13
103.8526067,1.303383948,kml_239,,TPD,TAXI PICK UP / DROP OFF,7806A92ADB407BC2,2.02007E+13
103.8523767,1.301500522,kml_240,,TSTOP,TAXI STOP,2747D9FBE62AF264,2.02007E+13
103.8183615,1.277874312,kml_241,,TSTOP,TAXI STOP,D2540AE6A05A34D9,2.02007E+13
103.8399748,1.302682719,kml_242,,TSTOP,TAXI STOP,7E667E6243BDC226,2.02007E+13
103.8420887,1.300976142,kml_243,,TSTAND,TAXI STAND,C0FB934701B15AA0,2.02007E+13
103.8404106,1.300343668,kml_244,,TSTAND,TAXI STAND,1230B92D67C7AA50,2.02007E+13
103.84891,1.284303429,kml_245,,TPD,TAXI PICK UP / DROP OFF,F71680988219C8D3,2.02007E+13
103.7872301,1.437241823,kml_246,,TSTAND,TAXI STAND,03126DFBAF0B54E4,2.02007E+13
103.8351337,1.428678618,kml_247,,TSTAND,TAXI STAND,9A2403E5060F4760,2.02007E+13
103.843248,1.275871707,kml_248,,TSTAND,TAXI STAND,E8218217AB43B01F,2.02007E+13
103.872138,1.304704085,kml_249,,TSTAND,TAXI STAND,A2CA069B5323B750,2.02007E+13
103.7929733,1.310061936,kml_250,,TSTAND,TAXI STAND,214C5AE501BA52B9,2.02007E+13
103.8511252,1.299987282,kml_251,,TSTAND,TAXI STAND,BD45A785ACAF4253,2.02007E+13
103.8394626,1.33774654,kml_252,,TSTAND,TAXI STAND,A5B2ED3B6EE99954,2.02007E+13
103.8521767,1.281127867,kml_253,,TSTAND,TAXI STAND,A010C74462F9EE7B,2.02007E+13
103.8438413,1.27880264,kml_254,,TSTAND,TAXI STAND,B8BE40BD8217F6E4,2.02007E+13
103.7696006,1.443652173,kml_255,,TSTAND,TAXI STAND,4003A69CCAC12C51,2.02007E+13
103.9867632,1.355080208,kml_256,,TSTOP,TAXI STOP,24C084D13A62E746,2.02007E+13
103.8443709,1.382114373,kml_257,,TSTAND,TAXI STAND,DE8E6F0DF67FE2C7,2.02007E+13
103.8493925,1.369924474,kml_258,,TSTAND,TAXI STAND,4140499A212F38DF,2.02007E+13
103.8202686,1.449385611,kml_259,,TSTAND,TAXI STAND,CBE548D7EF61EDF2,2.02007E+13
103.8491368,1.350751624,kml_260,,TSTAND,TAXI STAND,E66942CEEEE6F5E0,2.02007E+13
103.8477562,1.351498709,kml_261,,TSTAND,TAXI STAND,0B561798DCC761AC,2.02007E+13
103.8481535,1.351765338,kml_262,,TSTAND,TAXI STAND,29B1DB4CE49A1E2C,2.02007E+13
103.8497314,1.331196911,kml_263,,TSTAND,TAXI STAND,7501180610C39699,2.02007E+13
103.8461003,1.341067771,kml_264,,TSTAND,TAXI STAND,CBE84432028B8928,2.02007E+13
103.8503708,1.33420058,kml_265,,TSTAND,TAXI STAND,8D7161D57773F383,2.02007E+13
103.8310827,1.354966515,kml_266,,TSTAND,TAXI STAND,3F46F9299FF24ED2,2.02007E+13
103.8619218,1.319787144,kml_267,,TSTAND,TAXI STAND,5FB8DEAE8146B9AE,2.02007E+13
103.7904977,1.306668334,kml_268,,TSTAND,TAXI STAND,ADEFE4E29BB6CDDE,2.02007E+13
103.8377554,1.311923146,kml_269,,TSTAND,TAXI STAND,0B93CF42F52E5060,2.02007E+13
103.8516133,1.281828262,kml_270,,TSTAND,TAXI STAND,E09E0F0AD29582A2,2.02007E+13
103.8516133,1.281828262,kml_271,,TSTAND,TAXI STAND,E09E0F0AD29582A2,2.02007E+13
103.7204792,1.344415766,kml_272,,TSTAND,TAXI STAND,6C57E70F3DB05DD4,2.02007E+13
103.830427,1.305146439,kml_273,,TSTAND,TAXI STAND,9CFF2A0F22127481,2.02007E+13
103.8173805,1.289049254,kml_274,,TSTAND,TAXI STAND,B62832739929E4F4,2.02007E+13
103.8241553,1.305217004,kml_275,,TSTAND,TAXI STAND,57AB2069EB44A26D,2.02007E+13
103.8226396,1.299919296,kml_276,,TSTAND,TAXI STAND,9E7E6D46FECD431D,2.02007E+13
103.8168784,1.28285625,kml_277,,TSTAND,TAXI STAND,ABD1E6DA7193680A,2.02007E+13
103.8053631,1.295244089,kml_278,,TSTAND,TAXI STAND,47917FD20B8D3E9D,2.02007E+13
103.7989938,1.302117119,kml_279,,TSTAND,TAXI STAND,6FE23781901DFBF7,2.02007E+13
103.8347489,1.28886465,kml_280,,TSTAND,TAXI STAND,462BE7D793BCE8B0,2.02007E+13
103.9314889,1.32447984,kml_281,,TSTAND,TAXI STAND,144A4722D438490B,2.02007E+13
103.740593,1.333548423,kml_282,,TSTAND,TAXI STAND,BA9873412E8E364C,2.02007E+13
103.8705211,1.339024583,kml_283,,TSTAND,TAXI STAND,2BB22908E2B5AF47,2.02007E+13
103.8367616,1.429366097,kml_284,,TSTAND,TAXI STAND,73215CC3351FE99A,2.02007E+13
103.8470002,1.333645847,kml_285,,TSTAND,TAXI STAND,2CFE3F356A4083C4,2.02007E+13
103.6784722,1.327583196,kml_286,,TSTAND,TAXI STAND,5A3D41F85E1C86DB,2.02007E+13
103.8758116,1.301346803,kml_287,,TSTAND,TAXI STAND,DBCFBE2FDE9CD62C,2.02007E+13
103.7779322,1.311560702,kml_288,,TSTAND,TAXI STAND,62B1CA615D324DA7,2.02007E+13
103.8952282,1.390703768,kml_289,,TSTAND,TAXI STAND,BCF5F1934049573A,2.02007E+13
103.8191026,1.448048222,kml_290,,TSTOP,TAXI STOP,DA84BAE365954625,2.02007E+13
103.8943086,1.314716803,kml_291,,TSTAND,TAXI STAND,881AAAE502299C8F,2.02007E+13
103.7325795,1.342599035,kml_292,,TSTAND,TAXI STAND,173098D73CFE18F4,2.02007E+13
103.7812878,1.283690916,kml_293,,TSTAND,TAXI STAND,3E1B00F978983479,2.02007E+13
103.8449558,1.290726155,kml_294,,TSTAND,TAXI STAND,4EDA0C0086BC484F,2.02007E+13
103.6784501,1.3307523,kml_295,,TSTAND,TAXI STAND,0AE18061833D8962,2.02007E+13
103.9148551,1.305170065,kml_296,,TSTAND,TAXI STAND,4465BA9905A969E5,2.02007E+13
103.8621529,1.270660065,kml_297,,TSTAND,TAXI STAND,0DF4E97B3A870B05,2.02007E+13
103.8771242,1.354638543,kml_298,,TSTAND,TAXI STAND,E14CEB82E33E1975,2.02007E+13
103.8449881,1.291143781,kml_299,,TPD,TAXI PICK UP / DROP OFF,DB643E8C7C46FBB5,2.02007E+13
103.8930787,1.31894514,kml_300,,TSTAND,TAXI STAND,574C5C24E5BAAF8D,2.02007E+13
103.8706294,1.353356221,kml_301,,TSTAND,TAXI STAND,5C8A873AE03439C9,2.02007E+13
103.7737313,1.432411386,kml_302,,TSTAND,TAXI STAND,B2F537FF824A5AF1,2.02007E+13
103.8918209,1.318256397,kml_303,,TSTAND,TAXI STAND,F33263323A7A780A,2.02007E+13
103.8743152,1.350660184,kml_304,,TSTAND,TAXI STAND,8193CA40DB3C88B9,2.02007E+13
103.8929239,1.382494292,kml_305,,TSTAND,TAXI STAND,F72F40B340A67629,2.02007E+13
103.9295066,1.323638615,kml_306,,TSTAND,TAXI STAND,CDB6182A10A624EF,2.02007E+13
103.8806573,1.342254245,kml_307,,TSTAND,TAXI STAND,59F5C48690A1E7B2,2.02007E+13
103.864617,1.351512153,kml_308,,TSTAND,TAXI STAND,7860BD23DE9E4E7D,2.02007E+13
103.8529089,1.283377046,kml_309,,TSTOP,TAXI STOP,C754B19AFFBB09A3,2.02007E+13
103.8873168,1.319160498,kml_310,,TSTAND,TAXI STAND,8772934642024C60,2.02007E+13
103.785952,1.31775099,kml_311,,TSTAND,TAXI STAND,38452116EE859786,2.02007E+13
103.8554618,1.298443189,kml_312,,TSTOP,TAXI STOP,9A4B5EFBAA26AF2E,2.02007E+13
103.8831562,1.316013,kml_313,,TSTAND,TAXI STAND,3B0D22EF6E3228C5,2.02007E+13
103.7066236,1.338298368,kml_314,,TSTAND,TAXI STAND,B8C2CADB01D5BD42,2.02007E+13
103.839239,1.300378066,kml_315,,TSTAND,TAXI STAND,1AA3AE6CFB117856,2.02007E+13
103.8371265,1.314496129,kml_316,,TSTAND,TAXI STAND,9D65E404FBA61C1F,2.02007E+13
103.9293778,1.324158077,kml_317,,TSTAND,TAXI STAND,346582D04F768013,2.02007E+13
103.7441867,1.331691603,kml_318,,TSTAND,TAXI STAND,623BD291040675FB,2.02007E+13
103.8754317,1.300974793,kml_319,,TSTOP,TAXI STOP,AF90BFFE29999133,2.02007E+13
103.8080988,1.32618484,kml_320,,TSTAND,TAXI STAND,B4E3BF84B86C566E,2.02007E+13
103.8075298,1.325743706,kml_321,,TSTAND,TAXI STAND,2BA7DE83D5581E02,2.02007E+13
103.8158046,1.32264354,kml_322,,TSTOP,TAXI STOP,F01231A0F83FFE14,2.02007E+13
103.660256,1.318913717,kml_323,,TSTAND,TAXI STAND,CE4CB95831384DAA,2.02007E+13
103.6398248,1.329524991,kml_324,,TSTAND,TAXI STAND,E2C94CD996E5D6D2,2.02007E+13
103.659505,1.318960323,kml_325,,TSTAND,TAXI STAND,234D044753614929,2.02007E+13
103.6374296,1.341285003,kml_326,,,,68706778,2.02007E+13
103.6396339,1.330287705,kml_327,,TSTAND,TAXI STAND,D82C5ACCDA28FB48,2.02007E+13
103.6495442,1.320962975,kml_328,,TSTAND,TAXI STAND,F186A72F8A427B6E,2.02007E+13
103.8498168,1.306645334,kml_329,,TSTAND,TAXI STAND,E764DFDE94467F58,2.02007E+13
103.7613649,1.37881739,kml_330,,TSTAND,TAXI STAND,A1568B05090C3E4B,2.02007E+13
103.8531661,1.303415104,kml_331,,TSTOP,TAXI STOP,FCF84FADA76F8735,2.02007E+13
103.9089767,1.30488199,kml_332,,TSTAND,TAXI STAND,A0EE057167C545FE,2.02007E+13
103.8633766,1.318336701,kml_333,,TSTAND,TAXI STAND,7AB2DD92BA676781,2.02007E+13
103.884955,1.383315798,kml_334,,TSTAND,TAXI STAND,37F294E26290BEAE,2.02007E+13
103.8628696,1.307895985,kml_335,,TSTAND,TAXI STAND,7012A7552006D25C,2.02007E+13
103.8626187,1.306747313,kml_336,,TSTOP,TAXI STOP,B5EA7024E765FB84,2.02007E+13
103.8504052,1.296180305,kml_49,,TSTAND,TAXI STAND,A143A7A864A52FE0,2.02007E+13
103.8355946,1.307161324,kml_65,,TPD,TAXI PICK UP / DROP OFF,FC8A1DE4647CF269,2.02007E+13
103.8741423,1.349452012,kml_129,,TSTAND,TAXI STAND,74B725B3FA270920,2.02007E+13
103.8268867,1.306469198,kml_177,,TSTAND,TAXI STAND,EC1A1AC02325DB46,2.02007E+13
103.8485018,1.278138359,kml_193,,TSTOP,TAXI STOP,40C22DDC152F8832,2.02007E+13
103.9091257,1.334738445,kml_225,,TSTAND,TAXI STAND,07447E003C243E3F,2.02007E+13
103.854956,1.322747509,kml_337,,TSTAND,TAXI STAND,FDEA68ABEEE835B9,2.02007E+13
103.8508013,1.324691924,kml_338,,TSTAND,TAXI STAND,DA9B59B763DCBD48,2.02007E+13
103.8614008,1.303317347,kml_339,,TSTAND,TAXI STAND,2BC69773FB9842A2,2.02007E+13
103.8635384,1.299802974,kml_340,,TSTAND,TAXI STAND,6404EB7B727B3685,2.02007E+13
103.8649488,1.302936879,kml_341,,TSTAND,TAXI STAND,4C5205ACCC585EFE,2.02007E+13
103.7618431,1.379134719,kml_342,,TPD,TAXI PICK UP / DROP OFF,9060D9DC602722A4,2.02007E+13
103.6369993,1.340693596,kml_343,,,,372F6EA7,2.02007E+13
103.8560297,1.310866692,kml_344,,TSTOP,TAXI STOP,51C021931BFBF75A,2.02007E+13
103.8548866,1.311019212,kml_345,,TSTAND,TAXI STAND,5DD6A4E24E5354C4,2.02007E+13
103.8516179,1.305252149,kml_346,,TSTAND,TAXI STAND,A233935202F3D018,2.02007E+13
103.8375865,1.312200518,kml_347,,TSTAND,TAXI STAND,D58D83ACC131631B,2.02007E+13
103.8202538,1.27621903,kml_348,,TSTAND,TAXI STAND,0366AB77019109B2,2.02007E+13
103.9615463,1.341339887,kml_349,,TSTOP,TAXI STOP,165856AFC8FFA091,2.02007E+13
103.961343,1.341995727,kml_350,,TSTOP,TAXI STOP,064A5161F2085CF2,2.02007E+13
